gram_0,gram_1
ever,wanted
good,lords
told,lord
wanted,betray
lord,royce
trust,knights
stable,boys
trust,carriage
seen,happens
land,trust
even,cersei
deep,deep
presence,enough
formidable,person
thank,much
deepest,condolences
apologize,son
uncle,quite
religion,place
never,would
wounds,blackwater
wounds,needed
could,possibly
doubt,ever
found,peace
ready,dole
pray,father
day,tywin
looks,like
sunspear,bit
think,would
keeping,king
perhaps,might
everybody,knows
point,trying
event,keep
means,one
think,want
marry,go
means,stays
means,trapped
eunuch,spider
imp,half
faster,ways
many,things
never,told
risked,life
drunken,dwarf
believe,men
going,find
done,westeros
many,admirable
self,pity
fool,bit
find,born
earning,takes
well,suited
father,instincts
killed,lover
shot,father
never,said
land,powerful
castles,made
moats,filled
powerful,always
became,powerful
perhaps,grown
sat,iron
would,spread
never,sit
could,help
seven,kingdoms
monarch,intimidate
ruler,loved
right,family
good,luck
stay,illyrio
meet,daenerys
decide,world
drink,death
unsullied,start
looks,like
mission,yunkai
wise,masters
council,elders
freed,men
matters,consequence
politics,art
forgive,right
still,easier
expect,wise
slavery,made
ask,return
ask,reopening
slaves,fought
new,world
free,men
pit,fighters
opening,would
meereen,respect
respect,tradition
many,times
whatever,wants
really,believes
reopen,fighting
liked,drink
older,got
one,day
sold,man
trained,fighters
first,match
forced,fight
defending,fighting
learned,fight
norvoshi,priest
10,000
made,much
set,free
joined,second
everyone,afraid
made,thousands
soon,see
unsullied,patrolling
anyone,chest
want,another
one,seen
know,flown
dragon,queen
first,met
know,stannis
wants,bend
wants,free
expect,better
sitting,iron
told,people
want,bleeding
spent,life
first,time
ice,river
life,work
brought,together
none,survive
survival,important
bend,knee
moment,kneel
many,tens
afraid,looking
bad,way
want,people
preserve,dignity
rather,burn
winter,comes
one,left
understand,enlist
think,making
freedom,make
mance,rayder
westeros,one
bend,knee
home,many
wish,good
man,woman
lord,peasant
choose,light
choose,good
choose,true
one,true
stands,king
behold,fate
font,color
transcript,honeybunny
old,times
titan,would
wade,sea
house,black
find,man
jaqen,h
crossed,narrow
everywhere,else
cersei,walder
mountain,meryn
cersei,walder
mountain,meryn
must,good
left,maester
becoming,observant
mother,used
marriage,proposal
thought,still
sitting,petyr
men,love
gives,men
name,brienne
met,renly
loyalty,came
someone,appears
gave,word
give,life
swear,old
please,lady
catelyn,stark
knew,cat
shadow,face
woman,swore
swore,protect
would,want
married,aunt
forgive,lady
experience,made
please,lady
neither,us
want,new
roads,parts
gon,na
stop,stop
guess,means
saw,riding
stark,girls
maybe,released
swore,mother
think,safe
two,like
one,wearing
daughter,alone
blame,us
befallen,accursed
burn,cities
daughter,danger
one,know
father,children
eldest,child
daughter,shipped
baby,boy
gon,na
never,made
bringing,daughter
ask,prince
going,ask
go,army
oberyn,mentioned
anything,else
one,handed
said,going
roses,nice
food,important
gon,na
people,eat
never,thought
get,live
mother,dies
calls,mean
even,still
think,good
sister,mean
one,thing
meanness,comes
people,like
always,get
one,way
jaime,fucking
ser,bronn
sorry,hear
run,along
beautiful,young
planning,getting
way,little
lollys,marrying
made,deal
going,come
gon,na
far,south
prince,wish
take,long
sit,water
staring,sky
oberyn,slain
brother,long
would,go
whole,country
lucky,whole
sit,chair
lannister,girl
eating,food
many,brothers
let,send
always,place
mutilate,little
anyone,see
course,found
second,sons
drink,whore
overhear,things
follow,people
break,fingers
unsullied,fear
understood,fear
someone,forgotten
fear,useful
want,put
must,kill
think,exercise
well,one
well,son
information,get
want,bring
perhaps,thing
knowing,someone
great,families
pay,poor
everyone,know
head,great
give,trial
show,citizens
better,would
teach,better
know,place
things,maybe
meereen,daenerys
mercy,fair
word,please
remind,enemies
people,rose
father,set
murdered,sons
burned,men
efforts,stamp
led,rebellion
grace,thank
mad,king
time,made
son,harpy
yes,best
might,accidentally
agreed,come
besides,else
cersei,offered
ought,offer
best,part
well,suppose
really,going
talking,futility
said,going
hope,find
already,got
everywhere,already
every,pile
someone,banner
quite,good
brief,tenure
still,man
managed,kill
yes,showed
wanted,leave
people,follow
never,follow
find,us
find,us
surround,large
people,like
let,go
many,dwarves
cersei,going
trying,deceive
throw,cell
necessary,ser
want,dissuade
would,take
could,prove
clearly,would
merely,advising
grace,would
becomes,full
addition,master
king,appointed
called,experience
said,would
honor,mine
grace,past
grand,maester
king,named
qualifications,possibly
qualification,loyalty
far,eunuch
far,many
light,position
would,please
man,living
would,like
well,king
learning,means
occasion,capacity
asked,speak
returned,capital
return,capital
watch,stack
sending,brother
brother,left
concern,master
recognize,authority
would,abandon
wants,send
come,know
looks,like
youngest,lord
osric,stark
taught,ser
old,people
well,wonderful
said,time
faster,able
sure,ostrich
old,learned
lot,time
would,call
lot,people
whatever,went
father,made
none,us
heard,especially
started,sound
faces,arms
father,drag
need,stay
executed,king
could,strike
books,still
ordered,mance
prevented,order
showed,mercy
king,word
perhaps,ask
show,much
respect,grace
man,burned
know,wretched
lady,bear
asked,commit
bear,island
whose,name
northerners,commit
brother,robert
even,father
tonight,night
ser,alliser
life,gon
bravery,made
punish,men
brother,night
pledged,life
know,left
even,wanted
pledge,service
make,stark
first,thing
daydreamed,father
like,would
gon,na
swore,vow
take,word
sort,lord
crowded,think
anyone,wish
998th,lord
ser,alliser
man,true
acting,commander
led,us
veteran,100
defender,watch
ser,denys
served,loyally
right,ten
commander,shadow
kept,wildlings
triangular,tokens
square,tokens
samwell,tarly
another,wildling
lady,love
ser,slynt
cowered,together
wildling,girl
whilst,lord
jon,snow
ser,alliser
wounded,jon
took,charge
killed,magnar
went,north
knowing,would
led,mission
mormont,chose
saw,something
jon,snow
everyone,knows
spoke,mance
would,happened
stannis,army
saw,put
want,choose
man,makes
appears,tie
said,turn
worth,hundred
nothing,worth
said,jaqen
man,jaqen
girl,must
cut,traitor
l,stand
transcript,honeybunny
font,color
sweeping,floor
said,could
said,teach
man,teaches
girl,wants
serve,many
girl,must
see,stranger
see,weirwood
girl,knows
man,know
day,end
scared,maybe
sweetest,king
want,day
catch,breath
shall,bring
want,know
king,tommen
queen,margaery
sometimes,feels
king,married
think,going
living,tower
course,grandmother
capital,everyone
told,never
lioness,guiding
always,baby
adore,always
losing,husband
never,let
first,days
like,doll
nothing,casterly
always,told
said,king
speaking,casterly
always,thought
want,happy
know,sweet
said,darling
said,well
well,look
bring,anything
wanted,let
tommen,seems
raised,gallant
glad,hear
expect,half
oh,forgive
proper,way
queen,mother
event,judging
queen,mother
ring,bells
hold,north
hold,north
sent,collect
lord,cerwyn
said,warden
damned,kissed
along,wife
made,son
new,lord
something,important
stop,eating
enough,men
houses,rise
pact,tywin
tywin,lannister
remaining,lannisters
never,history
sent,army
think,us
become,great
parleying,alliances
best,way
peeling,man
best,way
bolton,royal
time,married
found,perfect
way,king
roose,bolton
dyeing,hair
eldest,surviving
marrying,roose
marrying,son
one,day
know,much
say,word
terrible,things
sit,alone
bystander,tragedy
stop,bystander
sets,miles
get,bit
end,squiring
squired,knight
bit,much
famished,borrowed
drunk,hungry
gave,half
one,guards
wagon,ham
hanged,man
lord,tywin
sent,king
lord,tyrion
guess,lords
sorry,squire
sorry,always
snap,learn
want,knight
starting,tomorrow
ride,morning
going,show
kingsguard,renly
lord,tyrion
end,serving
girl,father
living,child
invited,dozens
want,go
none,boys
shaft,threatened
thought,turn
wanted,marry
father,smiled
till,saw
started,laugh
brienne,beauty
realized,ugliest
great,lumbering
tried,run
let,see
nasty,little
nasty,little
danced,none
lord,tyrion
yes,pod
danced,kind
nothing,hateful
one,day
said,shadow
shadow,face
stannis,man
like,speak
ollie,steward
want,attend
one,day
life,wanted
lord,commander
giving,chance
take,back
wish,could
swore,sacred
pledged,life
imagine,higher
honor,got
mind,made
long,plan
bored,us
saved,us
night,watch
mm,winter
march,winterfell
snows,trap
rather,burn
could,execute
could,see
compromise,mance
assume,brothers
little,love
many,enemies
considered,sending
give,command
heard,best
whoever,said
might,apparent
king,complicated
wants,right
one,true
blood,right
sworn,stay
night,watch
bet,got
night,gathers
bit,bit
shield,guards
pledge,life
shield,guards
best,way
frozen,castle
might,mean
long,boltons
one,man
walk,coin
whose,value
lie,sad
belongs,arya
arya,stark
arya,stark
came,surrounded
lady,sansa
may,introduce
bring,bowl
must,want
welcome,home
take,good
long,past
first,builder
latrine,captain
seems,like
experience,ranger
proved,valour
defending,wall
name,first
giving,command
yes,fort
first,builder
charged,defense
soiling,swaddling
pack,arms
go,meekly
give,one
refusing,obey
stick,order
take,lord
ollie,bring
boy,thinks
mistaken,yes
friends,important
last,words
lord,please
served,us
seven,worship
two,extra
establishment,belong
faith,fathers
grace,grandmaester
high,septon
give,voice
foremost,servant
insult,insult
fanatics,call
beat,left
heard,began
high,septon
tend,highest
even,prostitutes
administering,needs
man,private
want,us
ask,protect
throw,black
ask,execute
called,high
threat,everything
goes,unpunished
think,good
nonsense,ser
find,high
young,man
like,lord
often,stuck
notion,equal
sit,well
name,quite
gave,away
stops,us
came,king
well,tell
think,special
would,comforting
gods,sent
incident,high
unacceptable,way
gods,world
lancing,boil
although,could
high,septon
want,arrest
presume,know
thoughts,matter
high,septon
man,like
resides,red
faith,crown
must,everything
protect,one
send,message
eyrie,wherever
work,coming
still,way
make,sure
hope,make
become,quite
makes,quite
allow,moment
assure,still
tyrion,never
leave,brothel
name,need
delivered,everything
lannisters,hear
lannister,name
kept,house
jaime,one
tommen,soft
queen,margaery
cersei,queen
title,whose
noticed,still
men,important
message,cersei
rider,arrived
apparently,thinks
strange,seal
sure,understand
received,word
make,question
lannisters,made
yet,north
every,ambitious
gambled,drove
appears,gamble
tywin,lannister
last,time
brought,greatest
like,borrow
cersei,expect
like,read
volantis,large
increases,hundred
sure,many
use,daenerys
remember,last
perfectly,good
anyone,recognizes
look,thousands
one,drunk
volantene,masters
flies,dung
red,priest
one,much
good,luck
better,luck
going,meet
want,meet
let,find
even,better
two,travellers
appears,targaryen
someone,inspires
makes,worth
need,speak
look,like
never,trust
quite,recently
needs,wealth
always,pay
want,fuck
never,met
know,spot
could,pick
believe,one
go,piss
need,worry
thought,someone
sure,girls
made,kind
font,color
game,thrones
b,resynced
tarth,ser
ship,sent
get,far
row,dornish
want,fight
nothing,like
nothing,like
clear,head
two,work
gon,na
imagine,get
rescuing,niece
sort,thing
send,40
unlike,folks
want,start
putting,something
one,handed
happens,one
set,brother
bet,sister
varys,set
ever,see
ever,see
iron,bank
given,expense
roof,much
well,house
crown,would
already,given
must,arrange
must,send
show,bankers
king,master
would,honored
kings,expressed
ordered,ser
personally,lead
member,kings
please,safe
give,regards
small,council
may,offer
old,high
could,say
westeros,hear
silence,sister
bodies,holy
wars,teach
perhaps,gods
days,targaryens
dispensed,justices
faith,militant
explain,holy
doubt,sign
army,defends
army,service
chosen,representative
honor,never
deed,ever
know,world
often,wicked
beyond,reach
king,always
sinners,equal
would,say
shielded,gold
may,father
lord,petyr
special,place
broken,laws
told,returning
say,mothers
aresting,brother
mother,getting
bear,think
demand,ser
armed,faith
gave,high
wife,every
allow,fanatics
tell,margaery
told,holding
sure,speak
release,poor
give,order
sending,meet
find,another
way,free
lord,seven
let,band
going,speak
send,word
come,back
need,family
think,highly
lord,commander
bastard,tavern
gave,nothing
scars,mean
father,lords
father,blood
march,winterfell
put,faith
hope,make
need,faith
never,even
many,men
roose,bolton
swore,watcher
watch,wall
get,men
come,us
none,us
want,chase
castle,black
night,watch
let,show
gon,na
feel,heart
lord,light
two,parts
power,make
power,make
power,cast
think,stannis
death,need
know,nothing
father,used
know,castle
thought,left
know,mother
told,want
dornish,trader
goods,junk
even,sowed
doubt,heard
assumed,new
still,remember
time,burned
told,would
grey,scale
grow,enough
everyone,advised
live,short
sickness,spread
told,go
called,every
stopped,disease
belong,across
princess,shireen
thought,might
father,never
sometimes,find
boy,living
lord,whent
already,promised
imagine,like
watching,legendary
last,two
barristan,selmy
rheagar,everyone
remember,laughing
rode,right
never,seen
rode,past
laid,crown
many,tens
let,speak
let,sniff
know,hard
stannis,baratheon
march,south
liberates,lands
rally,fathers
stannis,finally
think,defeat
finest,military
betting,man
happens,betting
stannis,takes
rescues,despised
grateful,late
names,wardeness
last,surviving
take,bolton
even,dangerous
learned,manouver
expect,married
would,shit
far,seen
lot,give
care,sung
two,knights
sounds,like
shit,way
keep,drinking
watching,son
thought,something
want,death
arms,woman
headed,old
stop,ducking
tell,locals
sure,understand
bet,swore
many,think
ship,capsized
near,thing
thought,sharks
could,sworn
throw,sword
point,us
one,slow
always,wanted
beasts,run
ride,water
first,need
corpses,raise
know,long
dig,well
nym,obara
prince,doran
must,avenge
without,doran
need,army
queen,cersei
ship,captain
told,smuggled
gets,lose
doran,way
child,oberyn
never,seen
mother,wept
oberyn,tossed
girl,boy
god,let
father,pointed
made,choice
sleep,without
going,wrong
said,taking
queen,daenerys
waste,good
business,would
ever,met
high,born
bear,sigil
exactly,serving
whore,house
would,sent
drunk,small
passed,notes
hope,win
one,might
think,daenerys
say,reverse
everyone,looks
thinking,times
go,red
rhaegar,would
ithe,street
well,liked
viserys,never
told,rhaegar
rhaegar,never
well,one
one,time
got,horribly
hizdahr,waiting
joining,us
think,protect
think,protect
go,ser
men,must
else,men
ancestors,cross
names,would
find,victory
best,chance
used,tell
grace,today
traditions,thing
without,former
nothing,centuries
promise,answer
resynced,translated
refused,throne
called,mad
everyone,advised
live,short
want,alive
saw,riding
may,introduce
